,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
403,3IV1AEQ4DTRAVP8XK4A7LPHZTCS8JK-1,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while Maria got food during it, because _ currently had a significant other.",Natalie,Maria,1,"At their high school's homecoming dance, Natalie stayed on the floor for the slow dance while () got food during it, because _ currently had a significant other.
option1: Natalie
option2: ()",Maria,"Natalie
()"
404,3KVQ0UJWPXJYK2QN97AJ6XD85725WJ-1,"Adam always spent all of the free time watching Tv unlike Hunter who volunteered, due to _ being lazy.",Adam,Hunter,1,"Adam always spent all of the free time watching Tv unlike () who volunteered, due to _ being lazy.
option1: Adam
option2: ()",Hunter,()
405,3MA5N0ATTEPGWAAX0SQP0KKZSY1WKC-2,So _ ignored their ear because Jessica has a ear infection and Felicia was fine.,Jessica,Felicia,2,"So _ ignored their ear because () has a ear infection and Felicia was fine.
option1: ()
option2: Felicia",Jessica,Ian
406,32TZXEA1ONY2H75RICEO0D58XL041X-2,Samantha had to use the potty while Felicia used the restroom because _ is a grownup.,Samantha,Felicia,2,"() had to use the potty while Felicia used the restroom because _ is a grownup.
option1: ()
option2: Felicia",Samantha,Ian
407,3VQTAXTYN5Z2B3HYZFYVJTGBIDMBUN-2,"After walking barefooted, James washed his foot in the bowl of water and the _ got dirty.",foot,water,2,"After walking bare()ed, James washed his () in the bowl of water and the _ got dirty.
option1: ()
option2: water",foot,"foot, feet"
408,3EFNPKWBMSM2YX2Y2HT5K56KLP903W-2,"When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a sympathetic look.",Benjamin,Adam,2,"When () put the family into debt, Adam filed for divorce; then the judge gave _ a sympathetic look.
option1: ()
option2: Adam",Benjamin,"The missing word in option1 is ""someone"" and the missing word in option2 is ""him."""
409,3EFNPKWBMSM2YX2Y2HT5K56KLP903W-1,"When Benjamin put the family into debt, Adam filed for divorce; then the judge gave _ a withering look.",Benjamin,Adam,1,"When Benjamin put the family into debt, () filed for divorce; then the judge gave _ a withering look.
option1: Benjamin
option2: ()",Adam,Benjamin
410,3NZ1E5QA6ZZ6WZSCEGENJJ0NQLJ5BR-1,Erin read a book to Monica because _ was old enough to be able to read.,Erin,Monica,1,"Erin read a book to () because _ was old enough to be able to read.
option1: Erin
option2: ()",Monica,the child
411,3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-2,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is dry.",glove,hand,2,"The box slid down James hand when he was wearing a (), hence he removed it and lift it again. The _ is dry.
option1: ()
option2: hand",glove,glove
412,3VCK0Q0PO7SOWQUF4YPKLHSYJDW0NY-1,"The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The _ is slippery.",glove,hand,1,"The box slid down James () when he was wearing a glove, hence he removed it and lift it again. The _ is slippery.
option1: glove
option2: ()",hand,box
413,3D4BBDG7ZJA1MEWLYVYP74WUOFJ3CM-2,The building's ancient foundation was re-enforced with a steel alloy during the remodel because the _ was strengthening.,foundation,steel,2,"The building's ancient () was re-enforced with a steel alloy during the remodel because the _ was strengthening.
option1: ()
option2: steel",foundation,foundation
414,3EKTG13IZWHVB4Y1HQW36MVMHCJLMW-2,When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to fill the _ and was dehydrated.,snacks,water bottles,2,"When we go hiking I bring my backpack because it has built in water bottles and places for (). Today I forgot to fill the _ and was dehydrated.
option1: ()
option2: water bottles",snacks,"water
backpack"
415,3EKTG13IZWHVB4Y1HQW36MVMHCJLMW-1,When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to bring the _ and was starving.,snacks,water bottles,1,"When we go hiking I bring my backpack because it has built in () and places for snacks. Today I forgot to bring the _ and was starving.
option1: snacks
option2: ()",water bottles,hydration pack
416,3WGZLY9VCJ0XS385A8OWIRMNQG4D80-1,She wanted to learn how to pair wine so she bought book instead of using a magazine because the _ was too broad.,magazine,book,1,"She wanted to learn how to pair wine so she bought () instead of using a magazine because the _ was too broad.
option1: magazine
option2: ()",book,books
417,35ZRNT9RUIWN1EUH42VGA622JRRO3A-1,Tanya read the contract carefully before signing it but Patricia didn't. _ didn't get ripped off by the shady merchant.,Tanya,Patricia,1,"Tanya read the contract carefully before signing it but () didn't. _ didn't get ripped off by the shady merchant.
option1: Tanya
option2: ()",Patricia,()
418,3FHTJGYT8NY6GQI6EHFFI0W12HLGPL-2,"The garbage can smells much worse than the recycling, so the _ is probably a lot more sterile.",garbage,recycling,2,"The () can smells much worse than the recycling, so the _ is probably a lot more sterile.
option1: ()
option2: recycling",garbage,garbage
419,3CZH926SICCM7J0WA2X3FZ0UY4F4E4-2,My pain was not nearly as bad as Joe's burn because the _ Joe had was uncontrollable.,pain,burn,2,"My () was not nearly as bad as Joe's burn because the _ Joe had was uncontrollable.
option1: ()
option2: burn",pain,Pain
420,3IJ95K7NDXA6D56TY22NEBR621FGNI-2,The hotel had a terrible gym but a nice restaurant; the _ was something management attended to.,gym,restaurant,2,"The hotel had a terrible () but a nice restaurant; the _ was something management attended to.
option1: ()
option2: restaurant",gym,view or view
421,32W3UF2EZOJ7ALGIEBR8PB0R8D4C4M-1,"Refraining from drinking was easy for Kyle but not Eric, as _ never enjoyed the taste of alcohol.",Kyle,Eric,1,"Refraining from drinking was easy for Kyle but not (), as _ never enjoyed the taste of alcohol.
option1: Kyle
option2: ()",Eric,Kyle
422,3JUDR1D0D6P118BEFF9FG1SASC8Q24-1,Cynthia ate all of the dessert while Sarah did not have any since _ was not trying to lose any weight.,Cynthia,Sarah,1,"Cynthia ate all of the dessert while () did not have any since _ was not trying to lose any weight.
option1: Cynthia
option2: ()",Sarah,John
423,3OZ4VAIBEZT8614ASXLHD3185U0VJQ-1,Mary went to the office to receive a new card with her photo on it  and discarded a sticker because the _ was temporary.,sticker,card,1,"Mary went to the office to receive a new () with her photo on it  and dis()ed a sticker because the _ was temporary.
option1: sticker
option2: ()",card,ID card
424,3QGTX7BCHRGH8MUZ4S6QXZVZC43Z51-1,"The new cream didn't remove the warts like the last lotion, because the _ was not powerful enough.",cream,lotion,1,"The new cream didn't remove the warts like the last (), because the _ was not powerful enough.
option1: cream
option2: ()",lotion,wart remover
425,3J9L0X0VDFKHLPSZCXN0IDIAMIK9W2-2,"Kenneth is accused of destroying drywall in Jeffrey's house, _ is leasing out the house.",Kenneth,Jeffrey,2,"() is accused of destroying drywall in Jeffrey's house, _ is leasing out the house.
option1: ()
option2: Jeffrey",Kenneth,The answer is the person who is accused of destroying the drywall in Jeffrey's house.
426,3J9L0X0VDFKHLPSZCXN0IDIAMIK9W2-1,"Kenneth is accused of destroying drywall in Jeffrey's house, _ is renting the house.",Kenneth,Jeffrey,1,"Kenneth is accused of destroying drywall in ()'s house, _ is renting the house.
option1: Kenneth
option2: ()",Jeffrey,a tenant
427,3ULIZ0H1VA35J1AKCJLYD7NE9T351S-2,Adam was cold and Michael was hot so _ removed a heavy jacket to withstand the freezing weather.,Adam,Michael,2,"() was cold and Michael was hot so _ removed a heavy jacket to withstand the freezing weather.
option1: ()
option2: Michael",Adam,Ian
428,3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-2,After a short time we stopped pouring the tea glass in the pot because the _ was full.,glass,pot,2,"After a short time we stopped pouring the tea () in the pot because the _ was full.
option1: ()
option2: pot",glass,water
429,3PKVGQTFIJY68JIS5DHAMTRSW9HYRA-1,After a short time we stopped pouring the tea glass in the pot because the _ was empty.,glass,pot,1,"After a short time we stopped pouring the tea glass in the () because the _ was empty.
option1: glass
option2: ()",pot,tea
430,3G5RUKN2EC1RYVJLKWWDMU5JYM2N9C-2,When the dog behaves I like to give him a sausage otherwise I give him a ball. I gave him the _ since he was bad.,sausage,ball,2,"When the dog behaves I like to give him a () otherwise I give him a ball. I gave him the _ since he was bad.
option1: ()
option2: ball",sausage,treat
431,3VMHWJRYHVE5BZO2POJEUSIS3Z3FXE-2,John decided to grow a new breed of plant in his garden but the _ is big.,garden,plant,2,"John decided to grow a new breed of plant in his () but the _ is big.
option1: ()
option2: plant",garden,greenhouse
432,36KM3FWE3RAKZG3L4TWVXMI0QSM701-2,"Erin was sick of the pests like Amy always cutting out their internet, so _ decided to lay low.",Erin,Amy,2,"() was sick of the pests like Amy always cutting out their internet, so _ decided to lay low.
option1: ()
option2: Amy",Erin,I would need more information to accurately fill in the missing () in option1 or option2. Please provide more context or specific details so I can assist you.
433,3EKZL9T8Y8K1MX4DTIBRJ09VDFQHC7-1,"William wanted to go biking but Aaron wanted to stay home, so _ went out by themselves.",William,Aaron,1,"William wanted to go biking but () wanted to stay home, so _ went out by themselves.
option1: William
option2: ()",Aaron,Someone who is not William
434,3ATYLI1PRT0YMSW67NN3QDJRFJMJOG-2,Angela loved to wear sun glasses but Jessica didn't. _ bought a fancy new pair of shoes.,Angela,Jessica,2,"() loved to wear sun glasses but Jessica didn't. _ bought a fancy new pair of shoes.
option1: ()
option2: Jessica",Angela,Ian
435,35NNO802AVUK9WCOOQ2QZN4MCXHNIO-1,Monica was caught napping in class more often than Katrina because _ stayed up all night.,Monica,Katrina,1,"Monica was caught napping in class more often than () because _ stayed up all night.
option1: Monica
option2: ()",Katrina,the teacher
436,3QD8LUVX4ZCS3RUK3AI50EFO3TY5XG-2,The highlands were a lot colder than the beaches because the _ were lower down in elevation.,highlands,beaches,2,"The () were a lot colder than the beaches because the _ were lower down in elevation.
option1: ()
option2: beaches",highlands,mountaintops
437,3TRB893CSJ8HAKE6IVLYIE5GX7MG7K-2,Christine had really good grammar but Cynthia didn't have good grammar because _ studied math in college.,Christine,Cynthia,2,"() had really good grammar but Cynthia didn't have good grammar because _ studied math in college.
option1: ()
option2: Cynthia",Christine,Ian
438,3SA4EMRVJXGOZB6SKD2CP6XTJPQP06-1,Jessica was given a sapphire ring by Christine for her birthday because _ really likes sapphires.,Jessica,Christine,1,"Jessica was given a sapphire ring by () for her birthday because _ really likes sapphires.
option1: Jessica
option2: ()",Christine,Jane
439,3XEIP58NL21VABXKWFMXEORVW0JLZZ-2,The waist of Joel measured more inches than that of Kevin because _ ate much less.,Joel,Kevin,2,"The waist of () measured more inches than that of Kevin because _ ate much less.
option1: ()
option2: Kevin",Joel,Harry
440,3P458N04Q3V04UBXLRG727CBIMJX2M-1,The lips on Cynthia were much bigger than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica,1,"The lips on Cynthia were much bigger than () because _ got hit with a softball in the mouth.
option1: Cynthia
option2: ()",Monica,() Cynthia's friend
441,3P458N04Q3V04UBXLRG727CBIMJX2M-2,The lips on Cynthia were much smaller than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica,2,"The lips on () were much smaller than Monica because _ got hit with a softball in the mouth.
option1: ()
option2: Monica",Cynthia,Ian
442,3BDORL6HKMRT5GHN9LZLP2ZAVAXRCB-2,Mary goes around telling everyone that Christine is too clingy because _ likes  to be touched..,Mary,Christine,2,"() goes around telling everyone that Christine is too clingy because _ likes  to be touched..
option1: ()
option2: Christine",Mary,Samantha
443,306996CF6WI78HRTDTCBGTN6EAK1BL-1,The parakeet flew to Hunter but flew past Samuel because _ had some bird seed in their hand.,Hunter,Samuel,1,"The parakeet flew to Hunter but flew past () because _ had some bird seed in their hand.
option1: Hunter
option2: ()",Samuel,The parakeet flew to Hunter but flew past (Emma) because (Emma) had some bird seed in their hand.
444,3YKP7CX6G4T0DS52M75K912SC7DB7N-2,John opened the window for air to come him when he was sweating in his bedroom. The _ is cold.,bedroom,air,2,"John opened the window for air to come him when he was sweating in his (). The _ is cold.
option1: ()
option2: air",bedroom,room
445,3FHTJGYT8PELAFHDYFRFAYK9Q8APG8-1,"Even though Ian had less of a sweet tooth than Robert, _ liked chocolate more.",Ian,Robert,1,"Even though Ian had less of a sweet tooth than (), _ liked chocolate more.
option1: Ian
option2: ()",Robert,Dennis
446,3EQVJH0T42ZX235VZ2IH08X7UCJTHT-2,James walked into a ditch while trying to catch the ball thrown at him. The _ is farther.,ditch,ball,2,"James walked into a () while trying to catch the ball thrown at him. The _ is farther.
option1: ()
option2: ball",ditch,tree
447,36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,"Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the _ industry.",catering,food wholesale,1,"Caroline works in the catering and () industries, but enjoys food preparation more, so she prefers her work in the _ industry.
option1: catering
option2: ()",food wholesale,restaurant
448,36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,"Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers her work in the _ industry.",catering,food wholesale,2,"Caroline works in the () and food wholesale industries, but enjoys food distribution more, so she prefers her work in the _ industry.
option1: ()
option2: food wholesale",catering,"Caroline works in the (distribution) and food wholesale industries, but enjoys food distribution more, so she prefers her work in the (distribution) industry."
